setKey,slotKey,rarity,mainStatKey,level,location,lock,id

ObsidianCodex,flower,5,hp,4,,False,259,2.95
ObsidianCodex,flower,5,hp,4,,False,254,2.7
ObsidianCodex,flower,5,hp,4,,True,263,2.66
ObsidianCodex,flower,5,hp,6,,True,242,2.45
ObsidianCodex,flower,5,hp,0,,True,326,2.35
ObsidianCodex,flower,5,hp,4,,False,262,2.11
ObsidianCodex,flower,5,hp,0,,True,329,2.11
ObsidianCodex,flower,5,hp,4,,False,255,1.99
ObsidianCodex,flower,5,hp,0,,True,327,1.94
ObsidianCodex,flower,5,hp,4,,False,261,1.93
ObsidianCodex,flower,5,hp,4,,False,264,1.93
ObsidianCodex,flower,5,hp,4,,False,256,1.87
ObsidianCodex,flower,5,hp,0,,True,328,1.85
ObsidianCodex,flower,5,hp,4,,False,257,1.75
ObsidianCodex,flower,5,hp,4,,False,265,1.64
ObsidianCodex,flower,5,hp,4,,False,260,1.54
ObsidianCodex,flower,5,hp,4,,False,258,1.48

ObsidianCodex,flower,5,hp,20,Chongyun,True,1,6.4
ObsidianCodex,flower,5,hp,20,,True,0,6.28


ObsidianCodex,plume,5,atk,4,,False,270,2.9
ObsidianCodex,plume,5,atk,4,,False,269,2.61
ObsidianCodex,plume,5,atk,0,,True,332,2.27
ObsidianCodex,plume,5,atk,0,,True,343,2.22
ObsidianCodex,plume,5,atk,0,,True,337,2.13
ObsidianCodex,plume,5,atk,4,,False,272,2.06
ObsidianCodex,plume,5,atk,0,,True,340,2.06
ObsidianCodex,plume,5,atk,4,,False,266,2.02
ObsidianCodex,plume,5,atk,4,,False,267,2.0
ObsidianCodex,plume,5,atk,0,,True,341,1.93
ObsidianCodex,plume,5,atk,0,,True,335,1.89
ObsidianCodex,plume,5,atk,0,,True,338,1.89
ObsidianCodex,plume,5,atk,4,,False,273,1.82
ObsidianCodex,plume,5,atk,0,,True,331,1.82
ObsidianCodex,plume,5,atk,4,,False,271,1.78
ObsidianCodex,plume,5,atk,4,,False,268,1.77
ObsidianCodex,plume,5,atk,0,,True,334,1.69
ObsidianCodex,plume,5,atk,0,,True,342,1.66
ObsidianCodex,plume,5,atk,0,,True,333,1.57

ObsidianCodex,plume,5,atk,20,Chongyun,True,3,7.14


ObsidianCodex,sands,5,atk_,0,,True,346,2.86
ObsidianCodex,sands,5,atk_,0,,True,352,2.51
ObsidianCodex,sands,5,atk_,0,,True,345,2.1
ObsidianCodex,sands,5,eleMas,4,,False,274,2.06
ObsidianCodex,sands,5,atk_,0,,True,348,1.77
ObsidianCodex,sands,5,eleMas,6,,False,243,1.76
ObsidianCodex,sands,5,enerRech_,0,,True,354,1.17
ObsidianCodex,sands,5,atk_,0,,True,355,1.13
ObsidianCodex,sands,5,atk_,0,,True,350,0.94
ObsidianCodex,sands,4,atk_,0,,False,840,0.94
ObsidianCodex,sands,5,atk_,0,,True,347,0.93
ObsidianCodex,sands,5,atk_,0,,True,351,0.93

ObsidianCodex,sands,,,,,,,


ObsidianCodex,goblet,5,pyro_dmg_,0,,True,360,3.11
ObsidianCodex,goblet,5,hydro_dmg_,4,Chongyun,True,277,1.72
ObsidianCodex,goblet,5,electro_dmg_,0,,True,358,1.69
ObsidianCodex,goblet,5,electro_dmg_,0,,True,357,1.06
ObsidianCodex,goblet,5,pyro_dmg_,0,,True,356,0.94

ObsidianCodex,goblet,,,,,,,


ObsidianCodex,circlet,5,critDMG_,0,,True,363,1.17
ObsidianCodex,circlet,5,critRate_,0,,True,364,1.06

ObsidianCodex,circlet,5,critDMG_,20,Chongyun,True,5,6.2


